id , name, adusers, ddownloads, lastupdated, minv, maxv, isMailExt, #Auth, Authors, A1Id,  A2Id,  A3Id, cTB52, cTB60, cTB68b, cTB68,homepage_url,support_url
43,PasteIP,0,35,2007-03-05,0.7,3.0,0,1,miken32,43,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/pasteip/,None
46,QuickNote,502,1066,2016-04-27,3.1,49.0,0,3,AuthorsEnc,54957,6,132,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quicknote/,{u'en-US': u'http://quicknote.mozdev.org/'; u'pl': u'http://quicknote.mozdev.org/'}
63,InspectorWidget,40,39,2015-05-23,1.0,38.0,0,1,Sailfish,47,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/inspectorwidget/,{u'en-US': u'http://forum.projectit.com/'}
70,Contacts Sidebar,2056,77,2007-09-16,1.5,3.0,0,1,Jeroen Peters,52,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/contacts-sidebar/,None
71,Enigmail,116053,6498,2019-08-18,68.0,68.0,1,1,Patrick Brunschwig,53,,,2016-11-05,2018-03-25,2099-01-01,2019-07-11,https://addons.thunderbird.net/en-US/thunderbird/addon/enigmail/,{u'en-US': u'http://www.enigmail.net/support/'}
81,Launchy,70,81,2010-01-30,0.3,20.0,0,1,gemal,59,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/launchy/,None
106,Buttons!,5,25,2007-04-11,2.0,3.1,0,1,chuonthis,67,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/buttons/,None
110,Easy Get Mail Button,0,29,2007-03-05,0.5,1.0,0,1,Mark Chandler,68,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/easy-get-mail-button/,None
132,Open Long Url,0,27,2007-03-05,0.9,3.0,0,1,Jeremy Gillick,77,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/open-long-url/,None
133,Forumzilla,0,27,2007-07-23,0.6,2.0,0,1,Myk Melez,429,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/forumzilla/,None
134,Copy Plain Text,12,49,2007-03-05,0.5,3.0,0,1,Jeremy Gillick,77,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/copy-plain-text/,None
139,Image Zoom,1301,297,2013-05-27,17.0,18.0,0,1,Jason Adams,84,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/image-zoom/,{u'en-US': u'https://github.com/jasadams/imagezoom'}
145,Moji,10,28,2011-09-01,1.5,48.0,0,2,Erwan Loisant; Gerald Vogt,88,514,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/moji/,{u'en-US': u'http://groups.google.com/group/moji'}
149,Delete Junk Context Menu,4,1,2007-04-11,0.5,3.1,0,1,chuonthis,67,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/delete-junk-context-menu/,None
151,Show SMTP Username,0,28,2007-03-05,0.5,1.0,0,1,chuonthis,67,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/show-smtp-username/,None
152,addressContext,13,39,2007-04-27,0.5,2.0,0,1,Mike Krieger,93,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/addresscontext/,None
170,Quote Colors,1730,178,2009-11-17,2.0,3.1,0,1,Malte Ruecker,102,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quote-colors/,None
183,StockTicker,0,27,2007-03-05,0.9,3.0,0,1,Jeremy Gillick,77,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/stockticker/,None
210,View Headers Toggle Button,3,24,2007-04-25,2.0,2.0,0,1,Josh Lukens,135,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/view-headers-toggle-button/,None
214,DirSwitcher,0,29,2007-03-05,0.6,0.7,0,1,Ayman Hourieh,139,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/dirswitcher/,None
216,JavaScript Debugger,11700,513,2012-03-23,3.0,16.0,0,3,James Ross; Robert Ginda; Gijs Kruitbosch,20,23,9275,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/javascript-debugger/,{u'en-US': u'http://www.hacksrus.com/~ginda/venkman/faq/venkman-faq.html'}
220,FlashGot Mass Downloader,1961,5714,2016-12-01,14.0,52.0,0,1,Giorgio Maone,143,,,2016-03-16,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/flashgot/,{u'en-US': u'https://flashgot.net/forum'}
231,ConQuery,0,59,2007-03-05,1.5,1.5,0,1,Vasa Maximov,260,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/conquery/,None
246,Foobar Controls,0,22,2011-01-09,2.0,17.0,0,1,Ben Basson,152,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/foobar-controls/,{u'en-US': u'http://www.basson.at/firefox-addons/foobarcontrols'}
258,Folderpane Tools,1805,72,2011-07-29,1.0,23.0,0,2,chuonthis; Philip Chee,67,408,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/folderpane-tools/,None
302,Dict,25,23,2016-02-18,16.0,38.0,0,1,David Costanzo,179,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/dict/,{u'en-US': u'http://sourceforge.net/p/dictextension/tickets/'}
305,Allow Empty Subject,89,26,2007-04-21,2.0,2.0,0,1,Jeroen Peters,52,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/allow-empty-subject/,None
306,Timestamp,15,23,2007-04-24,1.0,2.0,0,1,Jeroen Peters,52,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/timestamp/,None
310,BiDi Mail UI,2467,94,2018-05-20,2.0,60.0,0,2,The BiDi UI Team; Eyal Rozenberg,204,9020,,2015-08-21,2018-05-19,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/bidi-mail-ui/,{u'en-US': u'http://bidiui.mozdev.org/bugs.html'}
322,World Weather,0,28,2007-03-05,0.5,1.0,0,1,Luke Fessler,185,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/world-weather/,None
344,RSS Editor,0,41,2007-03-05,0.9,1.5,0,1,Leung Wing Chung,200,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/rss-editor/,None
345,Sender Verification Anti-Phishing Extension,2,28,2008-04-29,0.6,2.0,0,1,Joshua Tauberer,201,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/sender-verification-anti-phish/,{u'en-US': u'http://razor.occams.info/code/spf'}
347,QuoteCollapse,4341,58,2018-09-23,50.0,60.0,0,1,Michael J Gruber,176,,,2018-03-29,2018-03-29,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quotecollapse/,{u'en-US': u'https://github.com/mjg/QuoteCollapse/issues'}
348,Quickfile,0,24,2007-03-05,1.5,3.0,0,1,Paul Tomlin,202,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quickfile/,None
361,infoRSS,35,33,2012-12-09,1.0,20.0,0,1,Didier Ernotte,210,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/inforss/,{u'en-US': u'http://inforss.mozdev.org'}
383,AutoCopy,51,210,2013-01-04,1.0,18.0,0,2,Autocopy; Michael Lidman,10213999,229,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/autocopy/,None
421,MR Tech Toolkit,13,22,2009-12-09,2.0,3.2,0,1,mrtech,253,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mr-tech-toolkit/,{u'en-US': u'http://forums.mozillazine.org/viewtopic.php?f=48&t=669795'}
423,AboutConfig,2,26,2007-03-05,0.8,2.0,0,1,Michael J Gruber,176,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/aboutconfig/,{u'en-US': u'https://github.com/mjg/AboutConfig/issues'}
444,Quitomzilla,4,23,2011-12-08,0.7,13.0,0,1,Julio Perales,291,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quitomzilla/,{u'en-US': u'http://www.quitometro.org/quitomzilla_en.php'; u'es': u'http://www.quitometro.org/quitomzilla.php'}
447,InfoLister,24,23,2017-04-23,3.1,6.0,0,1,Nickolay Ponomarev,132,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/infolister/,{u'en-US': u'https://nickolay.github.io/infolister/'}
472,Text size toolbar,0,25,2007-03-05,1.5,2.0,0,1,Patrick H. Lauke,169,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/text-size-toolbar/,None
507,Bork Bork Bork!,1,24,2010-02-10,1.5,2.0,0,1,Snert,359,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/bork-bork-bork/,{u'en-US': u'http://www.snert.com/'}
519,SyncKolab,208,74,2014-12-07,10.0,35.0,0,1,Niko Berger,463,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/sync-kolab/,{u'de': u'http://synckolab.mozdev.org/'; u'en-US': u'http://synckolab.mozdev.org/'}
540,Open As Webfolder,0,25,2011-10-04,2.0,2.0,0,1,Julian Reschke,507,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/open-as-webfolder/,{u'en-US': u'http://openwebfolder.mozdev.org'}
550,Mail Redirect,35264,949,2019-07-26,6.0,100,1,2,Onno Ekker; Pawel Krzesniak,131881,544,,2017-01-09,2018-01-29,2019-01-01,2019-07-24,https://addons.thunderbird.net/en-US/thunderbird/addon/mailredirect/,{u'en-US': u'https://mailredirect.sourceforge.io/support.html'}
554,PONG! Multiplayer,0,22,2009-02-14,1.0,3.0,0,1,Captain Caveman,620,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/pong-multiplayer/,{u'en-US': u'http://www.captaincaveman.nl'}
556,AttachmentExtractor,3647,534,2011-10-24,2.0,16.0,0,1,Andrew Williamson,631,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/attachmentextractor/,None
561,Russ Key,0,22,2009-08-06,1.0,3.0,0,1,Roman Mironenko,659,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/russ-key/,{u'en-US': u'http://russkey.mozdev.org'}
578,Signature,50,27,2007-03-05,1.0,1.5,0,1, miek,808,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/signature/,None
595,MessageID-Finder,2,21,2007-03-05,0.6,1.5,0,1,Markus Hossner,858,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/messageid-finder/,None
599,accountex,13,46,2010-07-02,3.0,3.1,0,1,Michael Otto,552,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/accountex/,{u'en-US': u'http://www.astrapi.de'}
611,Signature Switch,58464,802,2019-08-13,61.0,100,1,1,Achim Seufert,912,,,2017-08-12,2018-05-31,2019-08-13,2019-08-13,https://addons.thunderbird.net/en-US/thunderbird/addon/signature-switch/,None
612,NestedQuote Remover,1657,25,2019-08-13,61.0,100,1,1,Achim Seufert,912,,,2018-08-07,2018-08-07,2019-08-13,2019-08-13,https://addons.thunderbird.net/en-US/thunderbird/addon/nestedquote-remover/,None
620,traduku,1,23,2012-10-10,3.0,31.0,0,1,Aaron Irvine,316,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/traduku/,{u'en-US': u'http://tech.groups.yahoo.com/group/traduku_net/'}
640,Quicktext,95036,1615,2019-08-30,68.0,100,1,3,John Bieling; R Kent James; Thunderbird Development Team,10309007,3346687,12110223,2018-04-18,2018-04-18,2099-01-01,2019-06-17,https://addons.thunderbird.net/en-US/thunderbird/addon/quicktext/,None
713,Preferential (New GUID),0,23,2007-03-05,0.7,2.0,0,1,Stephen Bounds,317,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/preferential-new-guid/,None
755,Tb AutoSave Extension,0,27,2007-03-05,0.5,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tb-autosave-extension/,None
756,Edit HTML Source,3,30,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/edit-html-source/,None
757,Fix Tb Titlebar Extension,0,22,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/fix-tb-titlebar-extension/,None
758,Move Search Items,0,29,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/move-search-items/,None
759,Message Notes,1,22,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/message-notes/,None
760,TB Reset Quote Header Extension,2,22,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tb-reset-quote-header-extensio/,None
761,SendTools,0,22,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/sendtools/,None
762,TB Change From and Fcc on Compose Extension,1,24,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tb-change-from-and-fcc-on-comp/,None
763,UMTools,0,24,2007-03-05,0.8,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/umtools/,None
769,Smilie Inserter,23,23,2007-03-05,0.7,1.5,0,1,Christian Wolf,2091,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/smilie-inserter/,None
770,Leet Key,14,108,2009-08-14,1.0,3.0,0,1,Roman Mironenko,659,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/leet-key/,{u'en-US': u'http://leetkey.mozdev.org'}
775,MR Tech Disable XPI Install Delay,1,128,2009-02-14,1.0,3.0,0,1,mrtech,253,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mr-tech-disable-xpi-install-de/,None
776,MR Tech About:About,0,50,2009-02-14,1.0,3.0,0,1,mrtech,253,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mr-tech-aboutabout/,None
829,compactfolder,0,22,2007-11-10,1.0,2.0,0,1,Mark Edgington,325,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/compactfolder/,None
867,Jabberpresence,0,26,2007-03-05,0.9,1.5,0,3, stefania; Fabio Calefato; Raffaele Cannone,1880,7946,7947,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/jabberpresence/,None
873,Padma,0,29,2009-08-11,0.7,3.1,0,1,Nagarjuna Venna,2979,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/padma/,{u'en-US': u'http://padma.mozdev.org'}
875,TB Header Tools Extension,54,21,2007-03-05,0.5,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tb-header-tools-extension/,None
877,TB QuickMove Extension,0,22,2007-03-05,0.5,1.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tb-quickmove-extension/,None
878,Attachment Sizes,12,25,2007-03-05,0.8,3.0,0,1,Frank DiLecce,2058,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/attachment-sizes/,None
881,Display Quota,29330,374,2018-08-31,5.0,61.0,0,1,Arnaud Abelard,3098,,,2013-12-17,2018-08-27,2018-08-27,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/display-quota/,None
883,Transliterator,64,145,2014-12-09,10.0,36.0,0,1,Alex Benenson,3102,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/transliterator/,{u'en-US': u'http://www.benya.com/transliterator/'}
896,CruiseControl Monitor,0,38,2008-07-03,1.0,2.0,0,1,MaximDim,3207,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/cruisecontrol-monitor/,{u'en-US': u'http://code.google.com/p/cc-monitor'}
901,ConfigDate,7228,131,2019-05-17,66.0,100,1,1,Alexander Ihrig,712,,,2013-08-19,2018-04-01,2099-01-01,2019-05-17,https://addons.thunderbird.net/en-US/thunderbird/addon/configdate/,{u'de': u'https://www.thunderbird-mail.de/forum/board/84-configdate/'; u'en-US': u'https://www.thunderbird-mail.de/forum/board/84-configdate/'}
902,Get/Send Button,7720,59,2019-06-30,68.0,100,1,1,Alexander Ihrig,712,,,2017-04-06,2018-04-01,2099-01-01,2019-05-17,https://addons.thunderbird.net/en-US/thunderbird/addon/getsendbutton/,{u'de': u'https://www.thunderbird-mail.de/forum/board/85-abrufen-senden-schaltfl%C3%A4che/'; u'en-US': u'https://www.thunderbird-mail.de/forum/board/85-get-send-button/'}
904,SMSalias MozClient,0,28,2009-02-17,0.5,1.5,0,1,Dino Fazzini,1945,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/smsalias-mozclient/,{u'en-US': u'http://www.smsalias.com/'}
905,nntpthreads,0,24,2007-03-05,1.0,1.5,0,1,Ashar Voultoiz,3261,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/nntpthreads/,None
908,Track Package,96,39,2013-12-08,16.0,20.0,0,1,Dave Kahler,3128,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/track-package/,{u'en-US': u'http://www.trackpackageextension.com'}
921,StickyCharset,0,22,2007-03-05,1.0,1.5,0,1,paa2004,3455,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/stickycharset/,None
956,Remove Duplicate Messages,3295,219,2014-09-26,5.0,32.0,0,1,Thorsten W. Schmidt,3643,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/remove-duplicate-messages/,None
979,Notary,0,23,2007-03-05,0.8,1.0,0,1,david cooper,1500,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/notary/,None
1055,FlatStyle for Thunderbird,0,31,2007-03-05,1.0,1.5,0,1,Dennis Verspuij,4502,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/flatstyle-for-thunderbird/,None
1080,MR Tech Toggle Preview Pane,10,23,2007-07-12,0.7,3.0,0,1,mrtech,253,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mr-tech-toggle-preview-pane/,None
1104,GDirections,0,23,2009-05-27,0.5,2.0,0,1,spudtrooper,4907,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/gdirections/,{u'en-US': u'http://jeffpalm.com/gdirections/'}
1191,ReminderFox,14561,574,2019-01-16,45.0,60.4,1,3,AuthorsEnc,5275,5664,36999,2018-03-05,2018-03-05,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/reminderfox/,{u'en-US': u'http://www.reminderfox.org/documentation'; u'es': u'http://reminderfox.mozdev.org/faq.html'; u'pl': u'http://reminderfox.mozdev.org/faq.html'}
1203,Correct Identity,974,78,2018-02-20,1.0,59.0,0,1,Dennis Verspuij,4502,,,2017-05-23,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/correct-identity/,{u'en-US': u'https://github.com/dennisverspuij/tb-correctidentity'}
1260,Address book synchronizer between Memotoo.com and Thunderbird,0,25,2007-03-05,1.0,1.5,0,1,Thomas Pequet,5420,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/address-book-synchronizer-betw/,None
1279,Xpunge,10956,166,2018-11-11,60.0,60.0,0,1,Theodore Tegos,6199,,,2013-12-08,2018-08-18,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/xpunge/,{u'en-US': u'http://www.theodoretegos.net/mozilla/tb/'}
1327,Grocery List Generator,3,21,2012-06-26,12.0,27.0,0,1,Captain Caveman,620,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/grocery-list-generator/,{u'en-US': u'http://www.captaincaveman.nl'; u'es': u'http://forum.captaincaveman.nl'}
1330,CuteMenus - Crystal SVG,5,29,2008-06-20,1.0,3.0,0,3,mrtech; Static_Nexus; Josep del Rio,253,6709,9201,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/cutemenus-crystal-svg/,None
1333,Quick Locale Switcher,998,284,2013-02-26,5.0,21.0,0,1,ppclick,6636647,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quick-locale-switcher/,{u'es': u'http://forum.captaincaveman.nl'}
1339,Expression Search / GMailUI,8585,278,2018-03-18,52.0,60.0,0,1,wang opera,2624362,,,2017-08-09,2018-03-18,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/gmailui/,{u'en-US': u'https://github.com/wangvisual/expression-search'}
1379,Hebrew Calendar,26,23,2016-08-29,0.5,12.0,0,1,iharz,6634,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/hebrew-calendar/,{u'en-US': u'http://hcalendar.blogspot.com/'}
1391,Nightly Tester Tools Lite,0,36,2007-03-05,1.5,3.2,0,1,Grayson Mixon,7212,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/nightly-tester-tools-lite/,None
1392,Maximize Message Pane,1720,42,2019-02-16,60.0,60.0,0,1,H.Ogi,7226,,,2017-04-15,2018-08-25,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/maximize-message-pane/,{u'en-US': u'http://hogiblog.blogspot.com/2008/04/feature-request-and-support-thread.html'; u'ja': u'http://hogi-ja.blogspot.com/2008/11/blog-post_30.html'}
1396,Sync On Arrival,4,24,2007-03-05,1.0,1.5,0,1,Michael Buschbeck,7156,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/sync-on-arrival/,None
1397,Unselect Message,2,22,2007-03-05,1.0,1.5,0,1,Michael Buschbeck,7156,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/unselect-message/,None
1411,Scroll Menus On Drag,0,21,2007-03-05,1.0,1.5,0,1,Richard Gibson,2210,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/scroll-menus-on-drag/,None
1488,KbdMover,0,27,2007-03-05,0.8,1.5,0,1,Pontus Freyhult,4405,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/kbdmover/,None
1489,Headers Toggle,2,42,2009-10-08,0.8,2.0,0,1,Pontus Freyhult,4405,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/headers-toggle/,None
1550,Shift-Delete Controller,0,0,2007-05-27,0.7,2.0,0,1, Drakosha,8615,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/shift-delete-controller/,None
1556,Allow HTML Temp,10290,219,2019-05-17,66.0,100,1,1,Alexander Ihrig,712,,,2016-03-11,2018-04-01,2099-01-01,2019-05-17,https://addons.thunderbird.net/en-US/thunderbird/addon/allow-html-temp/,{u'de': u'https://www.thunderbird-mail.de/forum/board/82-allow-html-temp/'; u'en-US': u'https://www.thunderbird-mail.de/forum/board/82-allow-html-temp/'}
1624,QuickMenuMC,1,22,2007-03-05,1.5,3.1,0,1,Krzysztof Janowicz (Jano),8752,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quickmenumc/,None
1693,Rainbowpicker,27,27,2011-04-12,1.5,29.0,0,1,Toad King,8891,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/rainbowpicker/,None
1701,mozPod,0,23,2007-04-28,1.5,2.0,0,1,Robert Accettura,376,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mozpod/,None
