id , name, adusers, ddownloads, lastupdated, minv, maxv, isMailExt, #Auth, Authors, A1Id,  A2Id,  A3Id, cTB52, cTB60, cTB68b, cTB68,homepage_url,support_url
9064,View Your Certificates Email Address,28,30,2014-07-21,2.0,34.0,0,1,Hartmut Goebel,2535525,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/view-your-certificates-email-a/,{u'en-US': u'http://www.goebel-consult.de/'}
9130,JSON Calendar Provider,0,21,2011-01-20,2.0,2.0,0,1,akbkhome,2758280,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/json-calendar-provider/,{u'en-US': u'http://www.akbkhome.com/blog.php/View/174/JSON.html'}
9210,Ruler Bar,1895,35,2019-04-18,60.0,60.0,0,1,Piro (piro_or),9480,,,2018-10-31,2018-10-31,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/ruler-bar/,{u'en-US': u'https://github.com/piroor/rulerbar/issues'}
9231,KeePass Helper,32,45,2015-05-04,1.5,41.0,0,1,Jelle Geerts,866067,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/keepass-helper/,None
9356,ReloadPAC,44,27,2015-08-25,1.5,60.0,0,1,Thomas Henlich,2830751,,,2015-08-25,2015-08-25,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/reloadpac/,{u'en-US': u'https://bugzilla.mozilla.org/show_bug.cgi?id=351163'}
9405,Stacked Inspector,4,29,2011-05-31,2.0,34.0,0,1,mcdavis,10257,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/stacked-inspector/,None
9413,Open Addons TB,0,21,2009-03-09,2.0,3.2,0,1,AuthorsEnc,225894,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/open-addons-tb/,None
9584,Bugmail,7,21,2009-08-04,2.0,17.0,0,1,AuthorsEnc,3263448,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/bugmail/,None
9652,Mass Password Reset,5,23,2011-12-08,3.0,32.0,0,2,johnath; Gavin Sharp,109021,150216,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mass-password-reset/,None
9656,Evolution Mirror,15,30,2012-07-20,5.0,31.0,0,1,Teester,36228,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/evolution-mirror/,None
9695,ViewAbout,1233,59,2016-08-02,45.0,63.0,0,1,Gary Kwong,494096,,,2016-08-02,2016-08-02,2016-08-02,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/viewabout/,{u'en-US': u'https://github.com/nth10sd/viewabout'}
9716,Extra Folder Columns,563,55,2013-04-02,3.0,37.0,0,2,Joey Minta; Thunderbird Development Team,63183,12110223,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/extra-folder-columns/,None
9796,Keyfixer,3,23,2014-12-11,2.0,34.0,0,1,Matthew Ball,1374683,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/keyfixer/,{u'en-US': u'https://github.com/heisencoder/keyfixer'}
9808,StartupMaster,14247,518,2017-10-31,10.0,61.0,0,1,htamas,1702469,,,2016-10-31,2017-10-31,2017-10-31,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/startupmaster/,None
9848,AddressBook In Mode ToolBar,67,23,2010-06-29,2.0,5.0,0,1,Tomas Kovacik,3454948,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/addressbook-in-mode-toolbar/,None
9851,eMarks,0,27,2010-07-12,2.0,3.1,0,1,Francisco Herrera,3158721,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/emarks/,None
9873,GlodaQuilla search indexing enhancements,500,22,2019-01-24,60.0,60.0,0,1,R Kent James,3346687,,,2099-01-01,2019-01-21,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/glodaquilla-search-indexing-en/,{u'en-US': u'http://mesquilla.com/forum/glodaquilla'}
9886,JunQuilla,306,43,2015-05-27,3.0,38.0,0,1,R Kent James,3346687,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/junquilla/,{u'en-US': u'http://mesquilla.com/forum/junquilla'}
9893,Fast Close Tabs,42,27,2017-04-19,3.0,52.0,0,1,Thomas Bertels,9693,,,2017-04-18,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/fast-close-tabs/,None
9956,ToneQuilla,605,45,2013-10-03,3.0,24.0,0,1,R Kent James,3346687,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tonequilla/,{u'en-US': u'http://www.mesquilla.com/forum/tonequilla'}
9995,EMail Address Crawler,108,140,2010-09-07,1.5,3.1,0,1,CySlider,3359682,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/email-address-crawler/,None
10000,xSidebar for Thunderbird,19,27,2010-12-03,3.0,3.1,0,1,Philip Chee,408,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/xsidebar-for-thunderbird/,None
10052,FiltaQuilla,10599,246,2019-07-01,52.0,60.0,0,2,R Kent James; Realraven (Axel Grude),3346687,66492,,2018-11-10,2018-11-10,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/filtaquilla/,{u'en-US': u'http://www.mesquilla.com/extensions/filtaquilla'}
10109,ThunderRetract,0,23,2011-01-21,2.0,2.0,0,1,iade.gesso,3640064,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/thunderretract/,{u'en-US': u'http://sourceforge.net/projects/thunderretract/'; u'it': u'http://sourceforge.net/projects/thunderretract/'}
10149,New Tab Button,1078,43,2018-08-30,60.0,60.0,0,1,H.Ogi,7226,,,2017-04-17,2018-08-25,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/new-tab-button/,{u'en-US': u'http://hogiblog.blogspot.com/2008/12/open-new-tab-extension-for-thunderbird3.html'}
10471,SendVia,0,21,2010-08-27,2.0,3.2,0,1,double-six,3446169,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/sendvia/,{u'fr': u'http://dooblesix.blogspot.com/2009/01/sendvia.html'; u'en-US': u'http://dooblesix.blogspot.com/2009/01/sendvia.html'}
10488,MinimizeToTray For FF 3.5,1,92,2009-07-07,2.0,3.1,0,1,Jivko Evgeniev,3837341,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/minimizetotray-for-ff-35/,{u'en-US': u'http://jivkosfirefoxthemes.forumotion.com/problems-with-programs-f11/minimize-to-tray-for-firefox-36-t48.htm#426'}
10524,Archive This,1200,63,2018-08-10,31.0,60.0,0,1,Adam Roach,3208269,,,2017-04-13,2018-08-10,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/archive-this/,{u'en-US': u'http://tb-archive-this.sf.net/'}
10558,ToggleReplied,104,23,2013-01-27,3.0,31.0,0,1,Christian Eyrich,208639,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/togglereplied-10558/,{u'en-US': u'http://www.eyrich-net.org/mozilla/mozapps.html'}
10583,CantoFish,0,50,2011-01-26,2.0,43.0,0,1,CantoFish,4042808,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/cantofish/,None
10654,Telify,187,488,2016-02-28,3.0,39.0,0,1,Michael Koch,4096589,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/telify/,None
10905,TaQuilla,14,25,2013-10-14,3.0,31.0,0,1,R Kent James,3346687,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/taquilla/,{u'en-US': u'http://mesquilla.com/forum/taquilla'}
11005,Shrunked Image Resizer,6367,170,2019-06-26,68.0,100,1,1,Geoff Lankow,4285224,,,2016-12-22,2017-09-08,2099-01-01,2018-12-22,https://addons.thunderbird.net/en-US/thunderbird/addon/shrunked-image-resizer/,None
11009,AutoProxy,12,549,2013-05-24,5.0,24.0,0,1,lovelywcm,996144,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/autoproxy/,{u'en-US': u'https://autoproxy.org/'}
11023,vnotereader,0,42,2009-06-05,1.5,2.0,0,1,Mart__,1714299,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/vnotereader/,{u'en-US': u'http://www.fearofmice.co.uk/welcome/vnotereader'}
11077,Zhong Wen,7,25,2011-06-02,2.0,10.0,0,1,Terry Yuen,272,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/zhong-wen/,None
11129,Timer Fire,0,21,2016-09-22,3.0,52.0,0,1,Mossop,153195,,,2016-09-22,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/timer-fire/,None
11287,Any Confirmation Message before Send,133,52,2010-01-27,1.5,52.0,0,1,kenichisak,767791,,,2009-12-11,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/any-confirmation-message-befor/,{u'en-US': u'https://github.com/kenichisak'; u'ja': u'https://github.com/kenichisak'}
11292,Timeline,90,25,2013-11-01,17.0,31.0,0,1,Teester,36228,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/timeline/,None
11373,MDN Extended,1,23,2011-02-18,2.0,3.1,0,1,Trustedbird,4660347,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mdn-extended/,{u'en-US': u'http://www.trustedbird.org/'}
11391,Check Recipients,0,22,2011-02-17,2.0,2.0,0,1,Trustedbird,4660347,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/check-recipients/,{u'en-US': u'http://www.trustedbird.org/'}
11394,CRL over LDAP,0,23,2011-05-02,2.0,3.1,0,1,Trustedbird,4660347,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/crl-over-ldap/,{u'en-US': u'http://www.trustedbird.org/'}
11395,Notification Viewer,0,26,2011-05-04,2.0,3.1,0,1,Trustedbird,4660347,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/notification-viewer/,{u'en-US': u'http://www.trustedbird.org/'}
11604,Address Close Button,2553,113,2011-07-16,2.0,31.0,0,1,46emak,2042974,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/address-close-button/,None
11608,Year View,0,21,2011-01-31,1.5,3.0,0,1,Philipp Kewisch,85036,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/year-view/,None
11646,No Message Pane Sort by Mouse,2099,66,2018-06-23,2.0,60.0,0,1,speedball2001,1680847,,,2011-07-26,2018-06-23,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/no-message-pane-sort-by-mouse/,{u'de': u'http://nompsort.sourceforge.net/de/'; u'en-US': u'http://nompsort.sourceforge.net/'}
11727,ReFwdFormatter,3012,110,2018-12-24,24.0,100,0,1,masahiko_isshiki,3240010,,,2010-09-28,2017-09-22,2017-09-22,2018-12-12,https://addons.thunderbird.net/en-US/thunderbird/addon/refwdformatter/,{u'en-US': u'https://github.com/isshiki/ReFwdFormatter/issues'}
11771,Gather the senders !,105,24,2011-01-07,3.0,12.0,0,1,Fabien Arcellier,4723245,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/gather-the-senders/,{u'en-US': u'http://code.google.com/p/gather-the-sender/issues/list'}
11889,Growl/GNTP for Thunderbird,130,24,2011-07-20,2.0,24.0,0,1,brian dunnington,4710843,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/growlgntp-for-thunderbird/,None
12003,Clip to OneNote,21,32,2013-06-25,3.0,33.0,0,1,Jayarathina Madharasan,3559963,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/clip-to-onenote/,{u'en-US': u'http://onenote.madharasan.com'}
12012,Avans Imap-account setup,0,22,2011-01-20,2.0,2.0,0,1,phavekes,4738126,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/avans-imap-account-setup/,None
12018,Quick Folder Move,4731,137,2018-12-02,60.0,60.0,0,1,Philipp Kewisch,85036,,,2017-12-21,2018-12-02,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quick-folder-move/,{u'en-US': u'https://bugzilla.kewis.ch/buglist.cgi?product=Extensions&component=Quick%20Folder%20Move&list_id=6'}
12025,Mozilla Labs - Jetpack Prototype,0,30,2010-03-31,3.0,3.0,0,1,Mozilla Labs,5133025,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mozilla-labs-jetpack-prototype/,{u'en-US': u'http://jetpack.mozillalabs.com/'}
12114,g15thunderbird,0,21,2011-08-10,3.0,5.0,0,1,YuGiOhJCJ,4742384,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/g15thunderbird/,{u'en-US': u'http://yugiohjcj.1s.fr/'}
12215,Play drums!,0,29,2012-04-01,0.3,56.0,0,1,Didier Lafleur,754071,,,2012-03-29,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/play-drums/,None
12394,InfoNotary Configurator for Mozilla,20,91,2018-02-14,24.0,56.0,0,1,InfoNotary,12658859,,,2016-11-23,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/infonotary-configurator-for-mo/,None
12422,ja-12422,0,23,2011-02-13,1.0,3.1,0,1,AuthorsEnc,4766685,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/yunocchi/,None
12465,Don't Forget CC,2,22,2010-11-11,2.0,6.0,0,1,kazuya-s,2662367,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/dont-forget-cc/,None
12505,sipgateFFX for Firefox and Thunderbird,23,34,2013-12-03,3.0,31.0,0,1,sipgate GmbH,13336735,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/sipgateffx/,{u'de': u'http://www.live.sipgate.de/ffx'; u'en-US': u'http://www.sipgate.com'}
12507,Indian Language Transliterator,1,25,2010-08-04,1.0,51.0,0,1,vinay,4775265,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/indian-language-transliterator/,None
12514,Gantt View,3475,105,2018-07-02,57.0,64.0,0,1,Joe Brochu,35213,,,2015-09-21,2018-06-30,2018-06-30,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/gantt-view/,{u'en-US': u'http://ganttview.mozdev.org/'}
12523,Gnome Open,1,66,2011-01-28,3.0,3.1,0,1,J. Arnds,3416547,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/gnome-open/,None
12581,MinimizeToTray revived,10498,1340,2016-08-05,31.0,50.0,0,1,Nils Maier,105689,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/minimizetotray-revived/,{u'en-US': u'https://github.com/nmaier/mintrayr/issues'}
12802,Phoenity Buttons,1276,39,2019-07-27,68.0,100,1,1,Dillinger,165138,,,2015-11-22,2018-01-14,2018-04-09,2019-02-04,https://addons.thunderbird.net/en-US/thunderbird/addon/phoenity-buttons/,None
12873,ComposeRTF,0,27,2009-08-31,1.5,2.0,0,1,563addad,4643056,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/composertf/,None
13037,MailSentry IronPort Spam Reporter,445,32,2013-10-28,14.0,61.0,0,1,Syntonic,4809707,,,2013-10-11,2013-10-11,2013-10-11,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mailsentry-ironport-spam-repor/,{u'en-US': u'http://www.mailsentry.com.au/support.php'}
13117,LDAP Swapping,42,22,2009-11-16,1.5,31.0,0,1,AuthorsEnc,4816920,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/ldap-swapping/,None
13131,Get Partial Messages,189,22,2015-01-14,2.0,60.0,0,1,jmozmoz,25957,,,2015-01-14,2015-01-14,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/get-partial-messages/,{u'de': u'http://forums.mozillazine.org/viewtopic.php?uid=667645&f=48&t=1407335&start=0'; u'en-US': u'http://forums.mozillazine.org/viewtopic.php?uid=667645&f=48&t=1407335&start=0'}
13376,About Add-ons,38,35,2016-05-11,2.0,50.0,0,1,RealityRipple,71787,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/about-add-ons/,{u'en-US': u'https://realityripple.com/Software/Mozilla-Extensions/About-Add-ons/'}
13509,Keychain Services Integration,8,29,2016-10-09,32.0,49.0,0,1,Julian Fitzell,4777175,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/keychain-services-integration/,{u'en-US': u'https://github.com/jfitzell/mozilla-keychain/'}
13536,Random Theme Switcher,0,33,2010-05-31,2.0,3.2,0,1,rob64rock,2799376,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/random-theme-switcher-13536/,None
13564,CompactHeader,78372,788,2019-08-16,68.0,100,1,1,jmozmoz,25957,,,2015-04-08,2018-02-21,2099-01-01,2019-06-27,https://addons.thunderbird.net/en-US/thunderbird/addon/compactheader/,{u'en-US': u'http://forums.mozillazine.org/viewtopic.php?f=29&t=1405155'}
13565,Personas Windows Classic Statusbar,0,21,2011-02-14,3.0,3.0,0,1,gekacheka,346935,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/personas-windows-classic-statu/,None
13572,Notepad (QuickFox),199,392,2016-07-22,3.0,48.0,0,2,InBasic; J Benthum,40154,11198784,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/quickfox-notes/,{u'en-US': u'http://add0n.com/quickfox.html'}
13653,en-US-13653,0,23,2013-06-06,17.0,17.0,0,1,AuthorsEnc,2380,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/qirimtatarca-til-destesi-posta/,{u'en-US': u'http://tilde-birlik.sourceforge.net/?p=Qirim/mozilla/thunderbird/sahsiylestiruv'}
13815,Mailopen,23,26,2011-02-12,2.0,55.0,0,1,Herrminator,183459,,,2010-07-31,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mailopen/,None
14190,tuxdroidthunderbird,1,21,2010-01-06,2.0,2.0,0,1,YuGiOhJCJ,4742384,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/tuxdroidthunderbird/,{u'fr': u'http://yugiohjcj.1s.fr/'}
14296,Submit Word (Romanian),0,24,2010-04-07,2.0,3.3,0,1,Strainu,4880487,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/submit-word-romanian/,None
14307,Signature /Auto Paste /Prefill Fourms,326,128,2011-02-19,1.0,57.0,0,1,RsCcman Production,1324985,,,2011-01-26,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/autopaste/,None
14380,Repeat Borders,39,22,2011-08-31,3.1,31.0,0,1,DW-dev,1236621,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/repeat-borders/,None
14384,Calendar Tweaks,13582,331,2018-09-23,24.0,60.0,0,1,DW-dev,1236621,,,2016-03-07,2018-08-23,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/calendar-tweaks/,None
14385,Account Colors,13405,293,2018-11-16,31.0,60.0,0,1,DW-dev,1236621,,,2015-12-12,2018-08-23,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/account-colors/,None
14417,Expand mailing list recipients,1550,52,2016-06-14,24.0,65.0,0,1,Sven Giermann,177630,,,2016-06-14,2016-06-14,2016-06-14,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/popmaillistrecipients/,None
14467,Year  view,2825,35,2019-06-26,60.0,60.0,0,1,fabrix,4058733,,,2099-01-01,2018-10-12,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/year-view-14467/,{u'en-US': u'http://github.com/fabrixxm/Year-View/issues'}
14498,One Click Search,3,25,2009-11-03,2.0,3.0,0,1,savo_msu,4873084,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/one-click-search/,{u'en-US': u'http://code.google.com/p/oneclicksearch/'}
14661,arXiv,0,21,2011-01-21,1.5,31.0,0,1,Christoph Lehner,4934528,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/arxiv/,None
14662,SmartTemplate,2,36,2010-06-10,1.5,3.2,0,1,gaby_hy,147337,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/smarttemplate/,None
14781,Grammar Checker,4109,169,2018-11-26,1.5,60.0,0,1,Alexander Slesarev,4939387,,,2017-03-31,2017-12-26,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/grammar-checker/,{u'en-US': u'https://github.com/nuald/thb-gramchecker'}
14829,Lock The Text,13,27,2013-01-28,2.0,51.0,0,1,FairSimple,4941551,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/lock-the-text/,{u'en-US': u'http://lockthetext.sourceforge.net/'}
14896,Message Archive Options,698,23,2019-05-21,60.0,100,1,2,Andrew Williamson; Christopher Leidigh,631,14161498,,2099-01-01,2019-02-01,2019-03-16,2019-03-16,https://addons.thunderbird.net/en-US/thunderbird/addon/message-archive-options/,{u'en-US': u'https://github.com/cleidigh/Message-archive-options-TB/issues'}
14978,Yelp Search Toolbar,0,44,2012-01-29,1.5,31.0,0,1,kkhandekar,4910427,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/yelp-search-toolbar/,{u'en-US': u'http://funphp.freehostia.com/ff_extn.html'}
15093,System Monitor,2,65,2013-01-30,10.0,24.0,0,1,ClearCode Inc.,182999,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/system-monitor/,{u'en-US': u'https://github.com/clear-code/system-monitor/issues'}
15102,Manually sort folders,170005,3364,2019-01-30,60.0,64.0,0,1,Jonathan Protzenko,343,,,2016-05-01,2016-05-01,2016-05-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/manually-sort-folders/,{u'en-US': u'http://wiki.github.com/protz/Manually-Sort-Folders/'}
45501,Bugzilla Helper,0,22,2011-01-05,3.1,21.0,0,1,sdwilsh,97044,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/bugzilla-helper/,{u'en-US': u'https://bitbucket.org/sdwilsh/bugzilla-helper/issues'}
46207,mailmindr,361,38,2016-06-09,20.0,49.0,0,1,Arnd Issler,3785860,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/mailmindr/,{u'de': u'http://mailmindr.net/'; u'en-US': u'https://mailmindr.net/'}
46488,Glasser for Thunderbird,0,21,2010-05-21,3.0,3.1,0,1,AuthorsEnc,1735053,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/glasser-for-thunderbird/,{u'en-US': u'http://groups.google.com/group/glasser-for-thunderbird'}
47144,Mail Merge,57684,2236,2019-06-19,68.0,68.0,1,1,Alexander Bergmann,4830636,,,2017-06-09,2018-01-02,2099-01-01,2019-06-19,https://addons.thunderbird.net/en-US/thunderbird/addon/mail-merge/,None
47398,Track your shipment,119,22,2011-08-23,3.0,12.0,0,1,Takekatsu HIRAMURA,4997095,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/track-your-shipment/,None
48583,LaTeX It!,1606,84,2019-01-16,60.0,60.0,0,1,Jonathan Protzenko,343,,,2017-09-05,2018-12-18,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/latex-it/,{u'en-US': u'http://wiki.github.com/protz/LatexIt/'}
48585,Minimize On Start and Close,1820,172,2010-04-26,2.0,28.0,0,1,Fredrik Savje,28515,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/minimize-on-start-and-close/,None
48971,Google Docs Viewer (PDF, DOCX, PPTX, XLSX, etc...),252,136,2013-11-25,6.0,9.0,0,1,Adon,3785272,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/google-docs-viewer-pdf-doc-/,None
49357,KDE Wallet password integration,1,22,2014-11-08,13.0,33.0,0,1,Guillermo Molina,5014184,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/kde-wallet-password-integratio/,{u'en-US': u'http://www.guillermomolina.com.ar/index.php/en/projects/firefox-kwallet-extension/forum-topics'}
49594,SubSwitch,616,59,2018-09-24,56.0,65.0,0,1,Tomasz Krajewski,3315471,,,2013-11-11,2013-11-11,2013-11-11,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/subswitch/,None
49595,DND Flavor Inspector,0,22,2011-02-11,3.0,3.1,0,1,FFPhil,3015550,,,2099-01-01,2099-01-01,2099-01-01,2099-01-01,https://addons.thunderbird.net/en-US/thunderbird/addon/dnd-flavor-inspector/,{u'en-US': u"I'm on #maildev in irc as Phil"}
